ibge7,ibge6,municipio,uf,mesorregiao,microrregiao
4107702,410770,Fênix,PR,Centro Ocidental Paranaense,Campo Mourão
4107736,410773,Fernandes Pinheiro,PR,Sudeste Paranaense,Prudentópolis
4107751,410775,Figueira,PR,Norte Pioneiro Paranaense,Ibaiti
4107801,410780,Floraí,PR,Norte Central Paranaense,Floraí
4107850,410785,Flor da Serra do Sul,PR,Sudoeste Paranaense,Francisco Beltrão
4107900,410790,Floresta,PR,Norte Central Paranaense,Floraí
4108007,410800,Florestópolis,PR,Norte Central Paranaense,Porecatu
4108106,410810,Flórida,PR,Norte Central Paranaense,Astorga
4108205,410820,Formosa do Oeste,PR,Oeste Paranaense,Toledo
4108304,410830,Foz do Iguaçu,PR,Oeste Paranaense,Foz do Iguaçu
4108320,410832,Francisco Alves,PR,Noroeste Paranaense,Umuarama
4108403,410840,Francisco Beltrão,PR,Sudoeste Paranaense,Francisco Beltrão
4108452,410845,Foz do Jordão,PR,Centro-Sul Paranaense,Guarapuava
4108502,410850,General Carneiro,PR,Sudeste Paranaense,União da Vitória
4108551,410855,Godoy Moreira,PR,Norte Central Paranaense,Ivaiporã
4108601,410860,Goioerê,PR,Centro Ocidental Paranaense,Goioerê
4108650,410865,Goioxim,PR,Centro-Sul Paranaense,Guarapuava
4108700,410870,Grandes Rios,PR,Norte Central Paranaense,Ivaiporã
4108809,410880,Guaíra,PR,Oeste Paranaense,Toledo
4108908,410890,Guairaçá,PR,Noroeste Paranaense,Paranavaí
4108957,410895,Guamiranga,PR,Sudeste Paranaense,Prudentópolis
4109005,410900,Guapirama,PR,Norte Pioneiro Paranaense,Wenceslau Braz
4109104,410910,Guaporema,PR,Noroeste Paranaense,Cianorte
4109203,410920,Guaraci,PR,Norte Central Paranaense,Astorga
4109302,410930,Guaraniaçu,PR,Oeste Paranaense,Cascavel
4109401,410940,Guarapuava,PR,Centro-Sul Paranaense,Guarapuava
4109500,410950,Guaraqueçaba,PR,Metropolitana de Curitiba,Paranaguá
4109609,410960,Guaratuba,PR,Metropolitana de Curitiba,Paranaguá
4109658,410965,Honório Serpa,PR,Centro-Sul Paranaense,Palmas
4109708,410970,Ibaiti,PR,Norte Pioneiro Paranaense,Ibaiti
4109757,410975,Ibema,PR,Oeste Paranaense,Cascavel
4109807,410980,Ibiporã,PR,Norte Central Paranaense,Londrina
4109906,410990,Icaraíma,PR,Noroeste Paranaense,Umuarama
4110003,411000,Iguaraçu,PR,Norte Central Paranaense,Astorga
4110052,411005,Iguatu,PR,Oeste Paranaense,Cascavel
4110078,411007,Imbaú,PR,Centro Oriental Paranaense,Telêmaco Borba
4110102,411010,Imbituva,PR,Sudeste Paranaense,Prudentópolis
4110201,411020,Inácio Martins,PR,Centro-Sul Paranaense,Guarapuava
4110300,411030,Inajá,PR,Noroeste Paranaense,Paranavaí
4110409,411040,Indianópolis,PR,Noroeste Paranaense,Cianorte
4110508,411050,Ipiranga,PR,Sudeste Paranaense,Prudentópolis
4110607,411060,Iporã,PR,Noroeste Paranaense,Umuarama
4110656,411065,Iracema do Oeste,PR,Oeste Paranaense,Toledo
4110706,411070,Irati,PR,Sudeste Paranaense,Irati
4110805,411080,Iretama,PR,Centro Ocidental Paranaense,Campo Mourão
4110904,411090,Itaguajé,PR,Norte Central Paranaense,Astorga
4110953,411095,Itaipulândia,PR,Oeste Paranaense,Foz do Iguaçu
4111001,411100,Itambaracá,PR,Norte Pioneiro Paranaense,Cornélio Procópio
4111100,411110,Itambé,PR,Norte Central Paranaense,Floraí
4111209,411120,Itapejara d'Oeste,PR,Sudoeste Paranaense,Pato Branco
4111258,411125,Itaperuçu,PR,Metropolitana de Curitiba,Curitiba
4111308,411130,Itaúna do Sul,PR,Noroeste Paranaense,Paranavaí
4111407,411140,Ivaí,PR,Sudeste Paranaense,Prudentópolis
4111506,411150,Ivaiporã,PR,Norte Central Paranaense,Ivaiporã
4111555,411155,Ivaté,PR,Noroeste Paranaense,Umuarama
4111605,411160,Ivatuba,PR,Norte Central Paranaense,Floraí
4111704,411170,Jaboti,PR,Norte Pioneiro Paranaense,Ibaiti
4111803,411180,Jacarezinho,PR,Norte Pioneiro Paranaense,Jacarezinho
4111902,411190,Jaguapitã,PR,Norte Central Paranaense,Astorga
4112009,411200,Jaguariaíva,PR,Centro Oriental Paranaense,Jaguariaíva
4112108,411210,Jandaia do Sul,PR,Norte Central Paranaense,Apucarana
4112207,411220,Janiópolis,PR,Centro Ocidental Paranaense,Goioerê
4112306,411230,Japira,PR,Norte Pioneiro Paranaense,Ibaiti
4112405,411240,Japurá,PR,Noroeste Paranaense,Cianorte
4112504,411250,Jardim Alegre,PR,Norte Central Paranaense,Ivaiporã
4112603,411260,Jardim Olinda,PR,Noroeste Paranaense,Paranavaí
4112702,411270,Jataizinho,PR,Norte Pioneiro Paranaense,Assaí
4112751,411275,Jesuítas,PR,Oeste Paranaense,Toledo
4112801,411280,Joaquim Távora,PR,Norte Pioneiro Paranaense,Wenceslau Braz
4112900,411290,Jundiaí do Sul,PR,Norte Pioneiro Paranaense,Jacarezinho
4112959,411295,Juranda,PR,Centro Ocidental Paranaense,Goioerê
4113007,411300,Jussara,PR,Noroeste Paranaense,Cianorte
4113106,411310,Kaloré,PR,Norte Central Paranaense,Faxinal
4113205,411320,Lapa,PR,Metropolitana de Curitiba,Lapa
4113254,411325,Laranjal,PR,Centro-Sul Paranaense,Pitanga
4113304,411330,Laranjeiras do Sul,PR,Centro-Sul Paranaense,Guarapuava
4113403,411340,Leópolis,PR,Norte Pioneiro Paranaense,Cornélio Procópio
4113429,411342,Lidianópolis,PR,Norte Central Paranaense,Ivaiporã
4113452,411345,Lindoeste,PR,Oeste Paranaense,Cascavel
4113502,411350,Loanda,PR,Noroeste Paranaense,Paranavaí
4113601,411360,Lobato,PR,Norte Central Paranaense,Astorga
4113700,411370,Londrina,PR,Norte Central Paranaense,Londrina
4113734,411373,Luiziana,PR,Centro Ocidental Paranaense,Campo Mourão
4113759,411375,Lunardelli,PR,Norte Central Paranaense,Ivaiporã
4113809,411380,Lupionópolis,PR,Norte Central Paranaense,Astorga
4113908,411390,Mallet,PR,Sudeste Paranaense,Irati
4114005,411400,Mamborê,PR,Centro Ocidental Paranaense,Campo Mourão
4114104,411410,Mandaguaçu,PR,Norte Central Paranaense,Astorga
4114203,411420,Mandaguari,PR,Norte Central Paranaense,Maringá
4114302,411430,Mandirituba,PR,Metropolitana de Curitiba,Curitiba
4114351,411435,Manfrinópolis,PR,Sudoeste Paranaense,Francisco Beltrão
4114401,411440,Mangueirinha,PR,Centro-Sul Paranaense,Palmas
4114500,411450,Manoel Ribas,PR,Norte Central Paranaense,Ivaiporã
4114609,411460,Marechal Cândido Rondon,PR,Oeste Paranaense,Toledo
4114708,411470,Maria Helena,PR,Noroeste Paranaense,Umuarama
4114807,411480,Marialva,PR,Norte Central Paranaense,Maringá
4114906,411490,Marilândia do Sul,PR,Norte Central Paranaense,Apucarana
4115002,411500,Marilena,PR,Noroeste Paranaense,Paranavaí
4115101,411510,Mariluz,PR,Noroeste Paranaense,Umuarama
4115200,411520,Maringá,PR,Norte Central Paranaense,Maringá
4115309,411530,Mariópolis,PR,Sudoeste Paranaense,Pato Branco
4115358,411535,Maripá,PR,Oeste Paranaense,Toledo
4115408,411540,Marmeleiro,PR,Sudoeste Paranaense,Francisco Beltrão
4115457,411545,Marquinho,PR,Centro-Sul Paranaense,Guarapuava
4115507,411550,Marumbi,PR,Norte Central Paranaense,Faxinal
4115606,411560,Matelândia,PR,Oeste Paranaense,Foz do Iguaçu
4115705,411570,Matinhos,PR,Metropolitana de Curitiba,Paranaguá
4115739,411573,Mato Rico,PR,Centro-Sul Paranaense,Pitanga
4115754,411575,Mauá da Serra,PR,Norte Central Paranaense,Apucarana
4115804,411580,Medianeira,PR,Oeste Paranaense,Foz do Iguaçu
4115853,411585,Mercedes,PR,Oeste Paranaense,Toledo
4115903,411590,Mirador,PR,Noroeste Paranaense,Paranavaí
4116000,411600,Miraselva,PR,Norte Central Paranaense,Porecatu
4116059,411605,Missal,PR,Oeste Paranaense,Foz do Iguaçu
4116109,411610,Moreira Sales,PR,Centro Ocidental Paranaense,Goioerê
4116208,411620,Morretes,PR,Metropolitana de Curitiba,Paranaguá
4116307,411630,Munhoz de Melo,PR,Norte Central Paranaense,Astorga
4116406,411640,Nossa Senhora das Graças,PR,Norte Central Paranaense,Astorga
4116505,411650,Nova Aliança do Ivaí,PR,Noroeste Paranaense,Paranavaí
4116604,411660,Nova América da Colina,PR,Norte Pioneiro Paranaense,Cornélio Procópio
4116703,411670,Nova Aurora,PR,Oeste Paranaense,Cascavel
4116802,411680,Nova Cantu,PR,Centro Ocidental Paranaense,Goioerê
4116901,411690,Nova Esperança,PR,Norte Central Paranaense,Astorga
4116950,411695,Nova Esperança do Sudoeste,PR,Sudoeste Paranaense,Francisco Beltrão
4117008,411700,Nova Fátima,PR,Norte Pioneiro Paranaense,Cornélio Procópio
4117057,411705,Nova Laranjeiras,PR,Centro-Sul Paranaense,Guarapuava
4117107,411710,Nova Londrina,PR,Noroeste Paranaense,Paranavaí
4117206,411720,Nova Olímpia,PR,Noroeste Paranaense,Umuarama
4117214,411721,Nova Santa Bárbara,PR,Norte Pioneiro Paranaense,Assaí
4117222,411722,Nova Santa Rosa,PR,Oeste Paranaense,Toledo
4117255,411725,Nova Prata do Iguaçu,PR,Sudoeste Paranaense,Francisco Beltrão
4117271,411727,Nova Tebas,PR,Norte Central Paranaense,Ivaiporã
4117297,411729,Novo Itacolomi,PR,Norte Central Paranaense,Apucarana
4117305,411730,Ortigueira,PR,Centro Oriental Paranaense,Telêmaco Borba
4117404,411740,Ourizona,PR,Norte Central Paranaense,Floraí
4117453,411745,Ouro Verde do Oeste,PR,Oeste Paranaense,Toledo
4117503,411750,Paiçandu,PR,Norte Central Paranaense,Maringá
4117602,411760,Palmas,PR,Centro-Sul Paranaense,Palmas
4117701,411770,Palmeira,PR,Centro Oriental Paranaense,Ponta Grossa
4117800,411780,Palmital,PR,Centro-Sul Paranaense,Pitanga
4117909,411790,Palotina,PR,Oeste Paranaense,Toledo
4118006,411800,Paraíso do Norte,PR,Noroeste Paranaense,Paranavaí
4118105,411810,Paranacity,PR,Noroeste Paranaense,Paranavaí
4118204,411820,Paranaguá,PR,Metropolitana de Curitiba,Paranaguá
4118303,411830,Paranapoema,PR,Noroeste Paranaense,Paranavaí
4118402,411840,Paranavaí,PR,Noroeste Paranaense,Paranavaí
4118451,411845,Pato Bragado,PR,Oeste Paranaense,Toledo
4118501,411850,Pato Branco,PR,Sudoeste Paranaense,Pato Branco
4118600,411860,Paula Freitas,PR,Sudeste Paranaense,União da Vitória
4118709,411870,Paulo Frontin,PR,Sudeste Paranaense,União da Vitória
4118808,411880,Peabiru,PR,Centro Ocidental Paranaense,Campo Mourão
4118857,411885,Perobal,PR,Noroeste Paranaense,Umuarama
4118907,411890,Pérola,PR,Noroeste Paranaense,Umuarama
4119004,411900,Pérola d'Oeste,PR,Sudoeste Paranaense,Capanema
4119103,411910,Piên,PR,Metropolitana de Curitiba,Rio Negro
4119152,411915,Pinhais,PR,Metropolitana de Curitiba,Curitiba
4119202,411920,Pinhalão,PR,Norte Pioneiro Paranaense,Ibaiti
4119251,411925,Pinhal de São Bento,PR,Sudoeste Paranaense,Francisco Beltrão
4119301,411930,Pinhão,PR,Centro-Sul Paranaense,Guarapuava
4119400,411940,Piraí do Sul,PR,Centro Oriental Paranaense,Jaguariaíva
4119509,411950,Piraquara,PR,Metropolitana de Curitiba,Curitiba
4119608,411960,Pitanga,PR,Centro-Sul Paranaense,Pitanga
4119657,411965,Pitangueiras,PR,Norte Central Paranaense,Londrina
4119707,411970,Planaltina do Paraná,PR,Noroeste Paranaense,Paranavaí
4119806,411980,Planalto,PR,Sudoeste Paranaense,Capanema
4119905,411990,Ponta Grossa,PR,Centro Oriental Paranaense,Ponta Grossa
4119954,411995,Pontal do Paraná,PR,Metropolitana de Curitiba,Paranaguá
4120002,412000,Porecatu,PR,Norte Central Paranaense,Porecatu
4120101,412010,Porto Amazonas,PR,Metropolitana de Curitiba,Lapa
4120150,412015,Porto Barreiro,PR,Centro-Sul Paranaense,Guarapuava
4120200,412020,Porto Rico,PR,Noroeste Paranaense,Paranavaí
4120309,412030,Porto Vitória,PR,Sudeste Paranaense,União da Vitória
4120333,412033,Prado Ferreira,PR,Norte Central Paranaense,Porecatu
4120358,412035,Pranchita,PR,Sudoeste Paranaense,Capanema
4120408,412040,Presidente Castelo Branco,PR,Norte Central Paranaense,Astorga
4120507,412050,Primeiro de Maio,PR,Norte Central Paranaense,Porecatu
4120606,412060,Prudentópolis,PR,Sudeste Paranaense,Prudentópolis
4120655,412065,Quarto Centenário,PR,Centro Ocidental Paranaense,Goioerê
4120705,412070,Quatiguá,PR,Norte Pioneiro Paranaense,Wenceslau Braz
4120804,412080,Quatro Barras,PR,Metropolitana de Curitiba,Curitiba
4120853,412085,Quatro Pontes,PR,Oeste Paranaense,Toledo
4120903,412090,Quedas do Iguaçu,PR,Centro-Sul Paranaense,Guarapuava
4121000,412100,Querência do Norte,PR,Noroeste Paranaense,Paranavaí
4121109,412110,Quinta do Sol,PR,Centro Ocidental Paranaense,Campo Mourão
4121208,412120,Quitandinha,PR,Metropolitana de Curitiba,Rio Negro
4121257,412125,Ramilândia,PR,Oeste Paranaense,Foz do Iguaçu
4121307,412130,Rancho Alegre,PR,Norte Pioneiro Paranaense,Assaí
4121356,412135,Rancho Alegre D'Oeste,PR,Centro Ocidental Paranaense,Goioerê
4121406,412140,Realeza,PR,Sudoeste Paranaense,Capanema
4121505,412150,Rebouças,PR,Sudeste Paranaense,Irati
4121604,412160,Renascença,PR,Sudoeste Paranaense,Francisco Beltrão
4121703,412170,Reserva,PR,Centro Oriental Paranaense,Telêmaco Borba
4121752,412175,Reserva do Iguaçu,PR,Centro-Sul Paranaense,Guarapuava
4121802,412180,Ribeirão Claro,PR,Norte Pioneiro Paranaense,Jacarezinho
4121901,412190,Ribeirão do Pinhal,PR,Norte Pioneiro Paranaense,Cornélio Procópio
4122008,412200,Rio Azul,PR,Sudeste Paranaense,Irati
4122107,412210,Rio Bom,PR,Norte Central Paranaense,Faxinal
4122156,412215,Rio Bonito do Iguaçu,PR,Centro-Sul Paranaense,Guarapuava
4122172,412217,Rio Branco do Ivaí,PR,Norte Central Paranaense,Ivaiporã
4122206,412220,Rio Branco do Sul,PR,Metropolitana de Curitiba,Curitiba
4122305,412230,Rio Negro,PR,Metropolitana de Curitiba,Rio Negro
4122404,412240,Rolândia,PR,Norte Central Paranaense,Londrina
4122503,412250,Roncador,PR,Centro Ocidental Paranaense,Campo Mourão
4122602,412260,Rondon,PR,Noroeste Paranaense,Cianorte
4122651,412265,Rosário do Ivaí,PR,Norte Central Paranaense,Ivaiporã
4122701,412270,Sabáudia,PR,Norte Central Paranaense,Apucarana
4122800,412280,Salgado Filho,PR,Sudoeste Paranaense,Francisco Beltrão
4122909,412290,Salto do Itararé,PR,Norte Pioneiro Paranaense,Wenceslau Braz
4123006,412300,Salto do Lontra,PR,Sudoeste Paranaense,Francisco Beltrão
4123105,412310,Santa Amélia,PR,Norte Pioneiro Paranaense,Cornélio Procópio
4123204,412320,Santa Cecília do Pavão,PR,Norte Pioneiro Paranaense,Assaí
4123303,412330,Santa Cruz de Monte Castelo,PR,Noroeste Paranaense,Paranavaí
4123402,412340,Santa Fé,PR,Norte Central Paranaense,Astorga
4123501,412350,Santa Helena,PR,Oeste Paranaense,Toledo
4123600,412360,Santa Inês,PR,Norte Central Paranaense,Astorga
4123709,412370,Santa Isabel do Ivaí,PR,Noroeste Paranaense,Paranavaí
4123808,412380,Santa Izabel do Oeste,PR,Sudoeste Paranaense,Capanema
4123824,412382,Santa Lúcia,PR,Oeste Paranaense,Cascavel
4123857,412385,Santa Maria do Oeste,PR,Centro-Sul Paranaense,Pitanga
4123907,412390,Santa Mariana,PR,Norte Pioneiro Paranaense,Cornélio Procópio
4123956,412395,Santa Mônica,PR,Noroeste Paranaense,Paranavaí
4124004,412400,Santana do Itararé,PR,Norte Pioneiro Paranaense,Wenceslau Braz
4124020,412402,Santa Tereza do Oeste,PR,Oeste Paranaense,Cascavel
4124053,412405,Santa Terezinha de Itaipu,PR,Oeste Paranaense,Foz do Iguaçu
4124103,412410,Santo Antônio da Platina,PR,Norte Pioneiro Paranaense,Jacarezinho
4124202,412420,Santo Antônio do Caiuá,PR,Noroeste Paranaense,Paranavaí
4124301,412430,Santo Antônio do Paraíso,PR,Norte Pioneiro Paranaense,Cornélio Procópio
4124400,412440,Santo Antônio do Sudoeste,PR,Sudoeste Paranaense,Francisco Beltrão
4124509,412450,Santo Inácio,PR,Norte Central Paranaense,Astorga
4124608,412460,São Carlos do Ivaí,PR,Noroeste Paranaense,Paranavaí
4124707,412470,São Jerônimo da Serra,PR,Norte Pioneiro Paranaense,Assaí
4124806,412480,São João,PR,Sudoeste Paranaense,Pato Branco
4124905,412490,São João do Caiuá,PR,Noroeste Paranaense,Paranavaí
4125001,412500,São João do Ivaí,PR,Norte Central Paranaense,Ivaiporã
4125100,412510,São João do Triunfo,PR,Sudeste Paranaense,São Mateus do Sul
4125209,412520,São Jorge d'Oeste,PR,Sudoeste Paranaense,Francisco Beltrão
4125308,412530,São Jorge do Ivaí,PR,Norte Central Paranaense,Floraí
4125357,412535,São Jorge do Patrocínio,PR,Noroeste Paranaense,Umuarama
4125407,412540,São José da Boa Vista,PR,Norte Pioneiro Paranaense,Wenceslau Braz
4125456,412545,São José das Palmeiras,PR,Oeste Paranaense,Toledo
4125506,412550,São José dos Pinhais,PR,Metropolitana de Curitiba,Curitiba
4125555,412555,São Manoel do Paraná,PR,Noroeste Paranaense,Cianorte
4125605,412560,São Mateus do Sul,PR,Sudeste Paranaense,São Mateus do Sul
4125704,412570,São Miguel do Iguaçu,PR,Oeste Paranaense,Foz do Iguaçu
4125753,412575,São Pedro do Iguaçu,PR,Oeste Paranaense,Toledo
4125803,412580,São Pedro do Ivaí,PR,Norte Central Paranaense,Ivaiporã
4125902,412590,São Pedro do Paraná,PR,Noroeste Paranaense,Paranavaí
4126009,412600,São Sebastião da Amoreira,PR,Norte Pioneiro Paranaense,Assaí
4126108,412610,São Tomé,PR,Noroeste Paranaense,Cianorte
4126207,412620,Sapopema,PR,Norte Pioneiro Paranaense,Ibaiti
4126256,412625,Sarandi,PR,Norte Central Paranaense,Maringá
4126272,412627,Saudade do Iguaçu,PR,Sudoeste Paranaense,Pato Branco
4126306,412630,Sengés,PR,Centro Oriental Paranaense,Jaguariaíva
4126355,412635,Serranópolis do Iguaçu,PR,Oeste Paranaense,Foz do Iguaçu
4126405,412640,Sertaneja,PR,Norte Pioneiro Paranaense,Cornélio Procópio
4126504,412650,Sertanópolis,PR,Norte Central Paranaense,Porecatu
4126603,412660,Siqueira Campos,PR,Norte Pioneiro Paranaense,Wenceslau Braz
4126652,412665,Sulina,PR,Sudoeste Paranaense,Pato Branco
4126678,412667,Tamarana,PR,Norte Central Paranaense,Londrina
4126702,412670,Tamboara,PR,Noroeste Paranaense,Paranavaí
4126801,412680,Tapejara,PR,Noroeste Paranaense,Cianorte
4126900,412690,Tapira,PR,Noroeste Paranaense,Umuarama
4127007,412700,Teixeira Soares,PR,Sudeste Paranaense,Prudentópolis
4127106,412710,Telêmaco Borba,PR,Centro Oriental Paranaense,Telêmaco Borba
4127205,412720,Terra Boa,PR,Centro Ocidental Paranaense,Campo Mourão
4127304,412730,Terra Rica,PR,Noroeste Paranaense,Paranavaí
4127403,412740,Terra Roxa,PR,Oeste Paranaense,Toledo
4127502,412750,Tibagi,PR,Centro Oriental Paranaense,Telêmaco Borba
4127601,412760,Tijucas do Sul,PR,Metropolitana de Curitiba,Rio Negro
4127700,412770,Toledo,PR,Oeste Paranaense,Toledo
4127809,412780,Tomazina,PR,Norte Pioneiro Paranaense,Wenceslau Braz
4127858,412785,Três Barras do Paraná,PR,Oeste Paranaense,Cascavel
4127882,412788,Tunas do Paraná,PR,Metropolitana de Curitiba,Curitiba
4127908,412790,Tuneiras do Oeste,PR,Noroeste Paranaense,Cianorte
4127957,412795,Tupãssi,PR,Oeste Paranaense,Toledo
4127965,412796,Turvo,PR,Centro-Sul Paranaense,Guarapuava
4128005,412800,Ubiratã,PR,Centro Ocidental Paranaense,Goioerê
4128104,412810,Umuarama,PR,Noroeste Paranaense,Umuarama
4128203,412820,União da Vitória,PR,Sudeste Paranaense,União da Vitória
4128302,412830,Uniflor,PR,Norte Central Paranaense,Astorga
4128401,412840,Uraí,PR,Norte Pioneiro Paranaense,Assaí
4128500,412850,Wenceslau Braz,PR,Norte Pioneiro Paranaense,Wenceslau Braz
4128534,412853,Ventania,PR,Centro Oriental Paranaense,Telêmaco Borba
4128559,412855,Vera Cruz do Oeste,PR,Oeste Paranaense,Foz do Iguaçu
4128609,412860,Verê,PR,Sudoeste Paranaense,Francisco Beltrão
4128625,412862,Alto Paraíso,PR,Noroeste Paranaense,Umuarama
4128633,412863,Doutor Ulysses,PR,Metropolitana de Curitiba,Cerro Azul
4128658,412865,Virmond,PR,Centro-Sul Paranaense,Guarapuava
4128708,412870,Vitorino,PR,Sudoeste Paranaense,Pato Branco
4128807,412880,Xambrê,PR,Noroeste Paranaense,Umuarama
4200051,420005,Abdon Batista,SC,Serrana,Curitibanos
4200101,420010,Abelardo Luz,SC,Oeste Catarinense,Xanxerê
4200200,420020,Agrolândia,SC,Vale do Itajaí,Ituporanga
4200309,420030,Agronômica,SC,Vale do Itajaí,Rio do Sul
4200408,420040,Água Doce,SC,Oeste Catarinense,Joaçaba
4200507,420050,Águas de Chapecó,SC,Oeste Catarinense,Chapecó
4200556,420055,Águas Frias,SC,Oeste Catarinense,Chapecó
4200606,420060,Águas Mornas,SC,Grande Florianópolis,Tabuleiro
4200705,420070,Alfredo Wagner,SC,Grande Florianópolis,Tabuleiro
4200754,420075,Alto Bela Vista,SC,Oeste Catarinense,Concórdia
4200804,420080,Anchieta,SC,Oeste Catarinense,São Miguel do Oeste
4200903,420090,Angelina,SC,Grande Florianópolis,Tijucas
4201000,420100,Anita Garibaldi,SC,Serrana,Campos de Lages
4201109,420110,Anitápolis,SC,Grande Florianópolis,Tabuleiro
4201208,420120,Antônio Carlos,SC,Grande Florianópolis,Florianópolis
4201257,420125,Apiúna,SC,Vale do Itajaí,Blumenau
4201273,420127,Arabutã,SC,Oeste Catarinense,Concórdia
4201307,420130,Araquari,SC,Norte Catarinense,Joinville
4201406,420140,Araranguá,SC,Sul Catarinense,Araranguá
4201505,420150,Armazém,SC,Sul Catarinense,Tubarão
4201604,420160,Arroio Trinta,SC,Oeste Catarinense,Joaçaba
4201653,420165,Arvoredo,SC,Oeste Catarinense,Concórdia
4201703,420170,Ascurra,SC,Vale do Itajaí,Blumenau
4201802,420180,Atalanta,SC,Vale do Itajaí,Ituporanga
4201901,420190,Aurora,SC,Vale do Itajaí,Rio do Sul
4201950,420195,Balneário Arroio do Silva,SC,Sul Catarinense,Araranguá
4202008,420200,Balneário Camboriú,SC,Vale do Itajaí,Itajaí
4202057,420205,Balneário Barra do Sul,SC,Norte Catarinense,Joinville
4202073,420207,Balneário Gaivota,SC,Sul Catarinense,Araranguá
4202081,420208,Bandeirante,SC,Oeste Catarinense,São Miguel do Oeste
4202099,420209,Barra Bonita,SC,Oeste Catarinense,São Miguel do Oeste
4202107,420210,Barra Velha,SC,Vale do Itajaí,Itajaí
4202131,420213,Bela Vista do Toldo,SC,Norte Catarinense,Canoinhas
4202156,420215,Belmonte,SC,Oeste Catarinense,São Miguel do Oeste
4202206,420220,Benedito Novo,SC,Vale do Itajaí,Blumenau
4202305,420230,Biguaçu,SC,Grande Florianópolis,Florianópolis
4202404,420240,Blumenau,SC,Vale do Itajaí,Blumenau
4202438,420243,Bocaina do Sul,SC,Serrana,Campos de Lages
4202453,420245,Bombinhas,SC,Vale do Itajaí,Itajaí
4202503,420250,Bom Jardim da Serra,SC,Serrana,Campos de Lages
4202537,420253,Bom Jesus,SC,Oeste Catarinense,Xanxerê
4202578,420257,Bom Jesus do Oeste,SC,Oeste Catarinense,Chapecó
4202602,420260,Bom Retiro,SC,Serrana,Campos de Lages
4202701,420270,Botuverá,SC,Vale do Itajaí,Blumenau
4202800,420280,Braço do Norte,SC,Sul Catarinense,Tubarão
4202859,420285,Braço do Trombudo,SC,Vale do Itajaí,Rio do Sul
4202875,420287,Brunópolis,SC,Serrana,Curitibanos
4202909,420290,Brusque,SC,Vale do Itajaí,Blumenau
4203006,420300,Caçador,SC,Oeste Catarinense,Joaçaba
4203105,420310,Caibi,SC,Oeste Catarinense,Chapecó
4203154,420315,Calmon,SC,Oeste Catarinense,Joaçaba
4203204,420320,Camboriú,SC,Vale do Itajaí,Itajaí
4203253,420325,Capão Alto,SC,Serrana,Campos de Lages
4203303,420330,Campo Alegre,SC,Norte Catarinense,São Bento do Sul
4203402,420340,Campo Belo do Sul,SC,Serrana,Campos de Lages
4203501,420350,Campo Erê,SC,Oeste Catarinense,Chapecó
4203600,420360,Campos Novos,SC,Serrana,Curitibanos
4203709,420370,Canelinha,SC,Grande Florianópolis,Tijucas
4203808,420380,Canoinhas,SC,Norte Catarinense,Canoinhas
4203907,420390,Capinzal,SC,Oeste Catarinense,Joaçaba
4203956,420395,Capivari de Baixo,SC,Sul Catarinense,Tubarão
4204004,420400,Catanduvas,SC,Oeste Catarinense,Joaçaba
4204103,420410,Caxambu do Sul,SC,Oeste Catarinense,Chapecó
4204152,420415,Celso Ramos,SC,Serrana,Campos de Lages
4204178,420417,Cerro Negro,SC,Serrana,Campos de Lages
4204194,420419,Chapadão do Lageado,SC,Vale do Itajaí,Ituporanga
4204202,420420,Chapecó,SC,Oeste Catarinense,Chapecó
4204251,420425,Cocal do Sul,SC,Sul Catarinense,Criciúma
4204301,420430,Concórdia,SC,Oeste Catarinense,Concórdia
4204350,420435,Cordilheira Alta,SC,Oeste Catarinense,Chapecó
4204400,420440,Coronel Freitas,SC,Oeste Catarinense,Chapecó
4204459,420445,Coronel Martins,SC,Oeste Catarinense,Xanxerê
4204509,420450,Corupá,SC,Norte Catarinense,Joinville
4204558,420455,Correia Pinto,SC,Serrana,Campos de Lages
4204608,420460,Criciúma,SC,Sul Catarinense,Criciúma
4204707,420470,Cunha Porã,SC,Oeste Catarinense,Chapecó
4204756,420475,Cunhataí,SC,Oeste Catarinense,Chapecó
4204806,420480,Curitibanos,SC,Serrana,Curitibanos
4204905,420490,Descanso,SC,Oeste Catarinense,São Miguel do Oeste
4205001,420500,Dionísio Cerqueira,SC,Oeste Catarinense,São Miguel do Oeste
4205100,420510,Dona Emma,SC,Vale do Itajaí,Rio do Sul
4205159,420515,Doutor Pedrinho,SC,Vale do Itajaí,Blumenau
4205175,420517,Entre Rios,SC,Oeste Catarinense,Xanxerê
4205191,420519,Ermo,SC,Sul Catarinense,Araranguá
4205209,420520,Erval Velho,SC,Oeste Catarinense,Joaçaba
4205308,420530,Faxinal dos Guedes,SC,Oeste Catarinense,Xanxerê
4205357,420535,Flor do Sertão,SC,Oeste Catarinense,Chapecó
4205407,420540,Florianópolis,SC,Grande Florianópolis,Florianópolis
4205431,420543,Formosa do Sul,SC,Oeste Catarinense,Chapecó
4205456,420545,Forquilhinha,SC,Sul Catarinense,Criciúma
4205506,420550,Fraiburgo,SC,Oeste Catarinense,Joaçaba
4205555,420555,Frei Rogério,SC,Serrana,Curitibanos
4205605,420560,Galvão,SC,Oeste Catarinense,Xanxerê
4205704,420570,Garopaba,SC,Sul Catarinense,Tubarão
4205803,420580,Garuva,SC,Norte Catarinense,Joinville
